product_id;neighbor_products_id
44863;[29970, 65139, 56258, 21255, 21282, 85970, 19762, 61100, 77937, 116563]
121963;[115752, 85198, 85163, 57749, 39353, 117675, 122732, 110061, 130156, 51631]
19813;[86660, 21294, 77958, 76001, 19526, 73976, 25997, 82146, 86661, 88421]
78602;[92019, 85287, 110007, 93068, 91966, 84107, 77965, 99429, 84869, 82227]
116321;[63471, 123743, 120611, 65230, 61100, 65426, 125844, 81504, 63316, 87187]
110153;[92904, 55742, 91842, 21211, 76571, 120733, 81452, 116968, 62393, 19836]
40645;[110061, 94176, 87089, 20774, 18452, 19676, 77453, 85444, 40165, 75386]
19580;[19668, 78089, 110356, 78763, 20833, 58504, 59569, 85791, 80130, 43014]
108244;[110142, 108267, 40580, 108246, 55744, 108255, 128350, 108277, 19935, 130018]
52396;[83836, 75639, 88360, 20004, 108244, 88152, 62157, 93699, 58785, 29439]
125877;[125808, 110090, 115294, 29970, 101717, 81450, 105673, 86119, 81842, 71513]
128285;[128256, 128339, 128364, 128325, 128306, 128293, 113416, 128382, 110306, 57874]
120525;[120820, 120535, 120523, 85466, 123215, 79277, 125859, 132863, 75983, 23075]
47991;[84871, 19607, 68510, 39888, 46860, 65214, 81420, 19594, 125473, 117871]
128325;[128382, 128364, 128285, 128256, 107860, 128306, 20490, 75386, 110033, 110204]
81525;[81524, 110042, 110112, 108190, 20770, 78156, 93943, 42415, 89811, 78130]
110132;[110131, 55782, 110127, 55783, 110130, 110144, 64229, 110138, 128275, 89741]
110035;[63022, 19769, 88422, 104460, 75987, 19656, 128279, 85363, 77615, 66528]
75630;[76779, 86710, 69112, 64419, 123006, 44103, 41860, 41388, 76483, 87035]
56861;[75443, 56862, 87300, 60973, 20550, 113416, 60972, 38770, 15613, 82104]
58951;[110467, 115289, 39352, 41860, 56324, 78088, 122732, 39353, 105432, 90126]
110136;[110141, 110124, 110123, 75776, 65453, 84869, 92713, 110691, 20581, 40181]
115298;[115402, 115362, 115405, 115335, 52691, 61495, 30621, 120978, 89669, 120413]
121908;[110031, 37946, 107591, 130323, 116986, 18333, 87631, 80130, 105673, 64668]
128344;[128283, 120945, 40694, 120979, 127670, 113404, 118673, 129066, 80033, 19598]
128313;[110047, 63016, 63017, 120945, 120979, 120931, 16260, 118708, 100976, 33679]
21349;[53365, 123054, 17391, 21251, 105673, 58827, 38304, 20017, 18364, 78400]
19525;[19526, 105379, 19813, 89200, 77958, 90498, 21559, 15809, 84137, 31679]
87093;[51286, 123506, 71315, 63811, 39728, 68515, 24873, 18954, 74342, 56406]
130018;[55744, 110261, 88337, 108244, 55152, 21419, 58839, 110142, 108255, 38636]
86760;[19715, 112441, 81541, 123207, 84668, 29992, 19972, 44950, 66577, 116963]
116369;[116359, 117053, 89669, 88728, 30621, 61308, 20035, 126301, 117045, 38787]
76779;[78090, 85366, 43727, 75630, 86635, 93833, 41860, 39411, 82101, 18036]
39067;[42455, 21507, 21510, 77965, 108272, 31937, 80031, 18021, 62175, 84900]
81504;[61360, 120611, 125807, 80253, 65211, 104673, 104690, 61306, 104665, 61359]
115403;[110066, 116490, 107617, 70030, 38984, 48795, 109240, 107628, 87187, 50019]
45043;[70030, 38713, 39630, 71514, 64668, 89593, 38715, 88294, 108455, 55565]
110467;[110468, 41860, 32151, 88215, 118698, 78088, 115289, 105432, 90126, 39352]
110137;[128275, 110125, 65426, 55782, 117029, 110138, 110131, 55783, 110126, 110143]
89200;[89203, 89202, 89201, 59012, 110707, 113807, 105729, 88293, 30141, 89199]
57749;[41679, 84463, 99601, 85444, 92018, 39353, 19770, 104127, 60970, 86649]
81409;[88157, 115327, 107514, 84463, 85274, 108203, 121620, 92902, 80052, 18219]
124607;[120698, 71126, 124606, 19762, 71323, 55744, 115331, 115350, 55377, 124609]
42455;[39067, 110142, 120526, 20554, 21419, 77846, 29685, 108267, 25961, 64866]
104453;[104452, 57771, 19774, 19773, 19772, 45054, 19762, 75863, 110847, 89575]
128364;[128382, 128306, 128325, 128339, 128285, 128256, 128293, 110201, 128867, 21293]
105729;[81571, 17359, 110211, 56862, 81482, 79148, 20550, 20122, 89199, 82394]
108226;[88168, 88167, 110017, 85961, 112465, 88169, 91431, 14627, 88170, 116980]
127309;[127334, 91968, 110340, 103715, 91970, 116949, 20749, 75774, 91957, 33338]
120986;[121029, 121075, 120991, 65426, 81506, 92112, 61314, 91700, 86861, 115295]
20936;[19582, 48908, 107617, 17821, 20935, 20486, 70030, 123141, 67794, 80253]
19958;[19935, 89712, 19943, 56247, 128350, 19947, 40753, 19580, 30026, 83433]
77229;[66008, 81506, 63316, 121075, 77231, 81427, 65426, 125856, 120991, 115379]
128330;[128266, 112129, 110033, 110208, 41414, 128299, 128257, 112494, 110203, 128285]
65214;[83389, 47991, 81420, 124591, 40268, 63017, 110073, 124081, 18874, 120443]
108343;[108396, 87089, 78090, 78091, 110467, 40165, 85432, 88215, 89640, 33757]
86743;[108233, 120787, 61359, 39445, 81502, 61360, 55218, 85163, 81506, 80253]
64419;[108349, 63402, 87035, 110054, 85163, 33757, 38176, 87089, 61358, 110467]
75987;[41679, 39353, 84739, 64431, 73628, 40268, 88355, 33757, 75304, 92036]
76001;[107459, 81512, 88730, 75987, 90178, 19715, 87089, 21294, 20075, 118698]
110305;[55966, 30125, 41796, 81530, 87130, 110055, 61365, 44967, 71608, 87455]
19998;[75981, 98590, 19995, 40638, 89620, 91570, 43294, 24630, 33683, 75659]
92084;[91514, 57774, 87089, 123709, 105672, 57749, 108415, 60970, 85381, 43407]
89548;[111026, 84888, 84885, 77479, 83374, 110048, 91327, 110077, 62393, 82849]
32025;[91966, 70837, 91968, 43382, 91970, 84584, 103715, 29988, 122694, 111018]
19885;[111977, 94581, 117070, 19781, 18944, 111899, 105446, 128270, 117051, 60289]
81524;[81525, 90598, 110113, 103792, 123023, 79955, 14618, 121406, 98590, 17007]
115402;[115298, 115335, 115405, 115362, 81396, 19708, 78476, 38659, 65426, 110103]
77944;[77941, 77942, 77937, 77940, 77939, 77938, 77936, 89741, 128420, 110016]
51286;[17993, 89625, 63126, 72949, 93907, 80038, 115331, 125886, 116467, 93858]
57774;[70053, 30574, 87089, 32340, 33757, 105432, 80031, 39353, 85200, 127418]
93629;[62794, 61627, 59012, 82210, 29808, 21248, 120700, 114136, 91443, 92000]
69663;[72970, 61488, 71510, 17226, 108474, 82104, 110051, 64455, 14550, 120523]
89697;[89698, 118687, 29439, 20705, 15280, 68941, 104690, 108420, 114068, 117670]
56747;[113383, 101598, 68667, 93694, 81460, 19366, 90601, 33766, 16098, 17389]
75983;[56227, 69053, 82743, 90498, 63127, 72947, 108420, 20934, 25059, 86720]
120996;[65230, 104673, 120969, 104665, 116563, 81506, 92296, 40759, 65426, 93578]
120075;[120078, 120079, 85546, 127305, 110031, 82102, 120733, 128257, 21253, 55179]
120526;[21535, 120523, 108244, 86721, 89741, 120820, 114092, 120535, 120819, 120529]
61488;[69663, 123280, 128386, 72970, 121397, 39445, 122708, 105446, 20692, 85791]
108492;[108473, 77207, 67795, 90126, 81546, 55767, 91463, 102968, 77229, 87834]
125887;[112161, 106000, 80164, 92019, 40086, 25127, 105447, 92947, 16313, 110018]
110465;[30859, 66472, 78479, 18794, 65426, 92932, 117051, 108272, 43532, 105017]
116377;[19947, 108618, 81506, 56247, 33621, 71320, 52481, 111027, 111026, 42455]
84870;[105738, 113387, 104460, 113388, 128312, 110017, 110035, 63022, 73697, 104965]
58616;[58617, 32340, 15732, 125878, 110049, 51607, 64360, 19642, 110048, 82380]
21413;[104435, 92174, 58785, 110709, 20571, 87997, 70881, 111014, 71312, 116998]
113396;[113661, 85355, 85681, 89593, 125829, 125894, 16145, 86708, 43968, 123511]
61313;[61360, 81506, 61306, 92107, 81502, 121969, 71320, 120611, 93578, 65426]
121971;[121969, 120986, 65426, 81506, 104673, 104665, 93578, 71321, 65230, 71320]
79226;[105738, 78075, 93067, 84738, 68510, 104460, 93910, 19771, 120916, 128271]
110013;[89541, 20486, 71568, 67340, 19720, 83748, 116465, 15865, 78093, 79486]
39538;[21282, 59252, 15222, 21286, 21287, 73751, 16206, 56258, 81625, 18936]
51336;[51340, 51338, 63130, 51333, 58909, 51334, 51341, 61524, 71092, 20080]
19967;[63471, 60505, 71868, 112496, 115295, 20004, 121988, 85684, 39373, 38866]
61100;[65426, 81506, 73708, 63471, 61360, 104690, 120611, 93578, 61314, 104665]
110217;[110202, 82318, 76779, 110203, 110200, 124606, 106017, 18659, 90268, 51021]
40273;[40638, 39631, 19990, 75981, 89199, 19998, 50183, 104436, 81388, 81842]
20074;[61096, 44852, 92918, 112110, 30540, 123795, 71450, 108246, 111023, 88294]
128339;[128285, 128256, 128306, 128364, 128382, 20588, 61543, 128293, 124584, 128325]
129305;[129304, 129306, 58909, 77729, 127553, 110535, 79766, 110699, 116467, 127562]
110139;[110143, 110128, 110130, 110126, 128275, 55783, 128327, 84788, 110137, 110125]
110142;[110141, 108244, 42455, 108254, 108267, 21419, 19935, 130018, 108251, 55744]
72970;[69663, 61488, 24631, 38124, 107643, 91894, 61535, 70518, 77938, 16210]
115394;[115355, 88335, 88354, 19638, 128350, 110141, 115680, 130018, 108201, 88337]
104438;[104439, 86720, 121075, 115368, 104413, 65426, 41098, 104436, 127373, 61360]
78469;[110113, 78156, 104492, 110111, 67155, 30573, 81500, 110979, 89526, 110061]
73667;[40392, 68604, 51023, 81575, 61638, 73697, 41414, 55913, 130927, 76583]
110113;[78469, 78156, 33276, 110111, 19363, 110114, 93067, 73411, 71729, 114065]
75617;[63998, 61092, 20903, 61359, 63239, 120440, 84540, 89457, 75851, 110307]
68515;[19788, 39728, 81420, 19607, 68510, 19708, 74342, 87093, 42872, 123506]
128328;[110152, 104484, 81452, 63998, 125899, 84869, 41685, 89947, 127487, 93897]
85164;[85444, 85163, 57104, 75642, 42519, 125878, 38740, 77895, 116554, 51609]
53338;[53335, 71746, 53339, 50812, 78585, 86818, 71744, 51204, 92029, 71360]
61491;[61492, 52611, 78180, 19357, 89457, 112231, 42507, 64221, 68501, 19309]
113424;[55913, 90577, 110123, 98807, 81507, 58617, 84788, 112536, 104446, 120703]
108267;[108263, 108254, 108244, 108297, 114092, 108246, 108251, 24882, 21419, 18004]
20016;[121654, 70877, 85074, 19483, 88335, 106570, 56324, 123551, 59090, 76473]
113388;[113387, 104460, 113422, 120694, 120697, 84870, 112538, 132878, 87401, 63022]
120733;[89534, 19836, 120549, 85390, 19821, 85388, 85387, 58838, 68524, 18944]
19778;[110056, 89726, 113424, 68800, 129439, 53338, 22277, 75779, 109969, 19487]
110205;[128346, 110206, 111002, 110211, 42721, 77520, 23931, 41414, 90268, 67793]
20935;[20934, 30492, 75535, 77944, 104484, 20920, 63998, 19876, 20936, 115240]
114739;[114740, 100974, 127663, 114738, 114737, 89622, 57530, 121631, 114714, 81480]
19856;[19769, 81512, 115399, 75987, 87035, 110403, 54732, 49101, 82882, 107131]
115396;[111538, 115366, 105724, 81568, 84869, 20014, 85920, 115347, 18136, 63016]
121075;[65426, 120991, 81506, 77229, 63316, 121028, 61314, 77231, 125843, 108472]
77231;[81427, 77229, 63316, 81506, 65426, 61314, 104673, 66008, 120991, 77230]
105727;[75981, 89203, 69342, 89201, 110128, 89199, 91699, 77944, 19998, 75659]
21176;[38742, 76746, 15270, 21535, 62339, 127372, 64795, 92135, 71774, 20765]
115355;[115394, 88337, 115338, 110261, 128301, 38018, 108244, 120726, 86725, 30684]
40638;[75981, 40273, 50183, 19990, 39631, 63152, 87835, 77965, 19998, 91700]
110148;[55913, 110144, 55783, 90577, 104694, 55782, 110138, 120703, 110145, 110129]
129304;[129305, 129306, 87130, 129745, 108186, 90137, 58909, 81663, 122672, 84589]
93673;[92931, 52691, 73052, 18612, 78609, 51631, 88730, 92107, 86740, 68940]
84463;[69112, 58951, 87095, 115289, 59657, 105938, 115752, 81396, 123709, 75642]
19937;[19987, 65211, 61100, 116562, 105452, 106431, 120948, 116563, 19883, 108343]
105738;[84870, 110017, 89690, 104460, 87401, 120916, 75669, 63022, 125914, 89607]
128298;[39352, 123709, 91514, 87101, 30540, 71051, 110467, 39353, 117160, 105445]
58909;[63130, 51338, 107254, 51336, 15282, 51333, 44856, 20843, 108186, 65402]
19769;[52613, 19771, 105738, 63022, 19770, 128389, 109094, 59383, 88362, 42872]
40134;[39996, 40115, 110145, 113383, 40759, 19720, 55747, 21616, 113901, 112147]
68902;[108096, 87764, 62535, 90601, 62794, 33766, 19878, 68667, 83877, 64668]
51340;[87577, 51333, 63130, 51341, 73790, 51336, 101609, 64991, 20818, 51338]
128306;[128293, 128285, 128256, 128339, 128364, 81451, 128382, 110153, 124609, 133662]
19947;[56247, 121909, 40753, 19935, 19943, 19954, 128350, 128334, 104665, 60505]
84871;[46860, 47991, 19607, 19708, 19594, 81420, 110049, 110047, 115957, 68510]
61534;[118673, 20469, 63016, 87764, 104483, 123639, 20484, 106052, 38840, 92944]
60653;[86036, 14908, 56397, 18063, 122704, 116403, 90678, 105428, 84871, 87120]
72990;[125907, 71320, 65426, 104665, 65230, 121075, 80052, 72993, 81506, 77231]
110017;[87401, 105738, 109988, 63022, 84870, 120916, 113388, 104460, 128279, 128302]
45051;[45050, 117040, 45049, 117042, 71091, 117173, 109982, 88096, 75984, 80711]
128275;[110137, 110125, 110131, 110139, 128327, 110130, 110143, 110126, 55783, 55782]
71051;[70054, 123172, 122732, 82243, 124300, 40165, 54737, 87089, 125878, 18219]
20964;[20963, 20978, 20960, 20962, 87300, 103716, 20550, 29989, 20551, 124609]
104483;[120978, 104484, 30621, 110306, 75984, 89669, 123043, 51128, 110307, 89593]
21062;[66415, 65011, 65012, 65035, 110425, 19757, 104492, 125820, 97120, 29685]
78156;[110113, 78469, 70030, 110111, 113388, 93972, 113387, 104998, 104430, 112538]
58999;[59000, 62339, 58998, 62340, 128248, 105440, 113998, 107591, 131669, 112616]
19836;[58838, 120733, 63626, 121432, 56324, 55136, 56215, 85390, 43457, 63954]
71746;[53338, 73237, 108498, 53335, 86818, 71744, 87115, 92029, 55916, 50812]
110050;[59306, 111022, 54773, 97166, 85906, 106721, 111002, 81575, 18952, 122611]
65139;[29970, 44863, 92083, 108472, 93578, 65426, 116549, 81506, 55746, 116562]
63124;[55742, 51457, 59184, 111041, 86359, 110446, 51682, 71306, 63152, 110201]
55966;[30125, 110305, 92135, 17454, 85174, 44967, 72970, 29516, 116333, 97121]
75642;[85432, 54520, 64290, 108349, 91518, 51103, 87089, 85347, 86649, 116140]
128246;[125976, 67155, 19363, 75515, 69467, 78117, 93951, 94177, 83377, 130072]
20934;[20920, 90498, 82739, 20935, 59208, 85397, 44562, 69191, 110261, 67721]
78817;[85452, 84870, 70377, 19383, 79226, 31874, 88422, 73896, 110704, 38930]
51333;[51341, 51340, 51336, 61524, 51338, 65402, 58909, 105008, 71092, 113384]
116467;[110594, 111789, 117055, 120916, 30140, 116465, 128395, 86861, 51286, 92084]
89692;[89691, 127427, 113661, 61534, 120499, 50921, 43574, 43513, 116348, 77958]
18833;[20691, 66938, 129677, 39496, 20690, 51333, 68502, 20698, 105381, 39372]
120819;[120523, 128331, 120820, 88354, 104444, 71314, 110211, 120526, 128292, 75102]
108255;[108244, 55744, 108254, 108251, 86724, 74265, 104694, 107619, 110139, 39299]
89549;[55742, 86733, 85565, 17188, 104466, 117052, 39111, 84660, 113657, 58998]
40786;[51457, 62108, 55742, 55763, 17391, 55743, 115313, 108420, 114738, 123620]
78778;[57875, 15824, 20472, 20770, 15793, 20076, 71305, 123598, 89593, 86984]
73751;[61121, 111547, 61182, 111549, 39538, 21192, 110306, 40223, 80165, 54038]
87095;[58951, 19715, 80035, 69112, 84463, 77953, 115752, 108349, 88355, 33757]
75981;[105727, 40638, 19998, 39631, 50183, 75659, 40273, 117726, 24630, 76948]
86717;[86723, 86721, 86719, 120526, 19245, 86714, 21535, 120819, 86718, 86696]
58617;[58616, 73914, 15732, 67855, 125878, 115752, 18202, 82010, 77371, 93835]
128254;[107681, 105677, 63937, 128867, 109107, 79856, 66430, 122732, 122716, 106192]
110125;[128275, 110137, 110131, 110126, 110139, 110130, 55782, 110129, 110138, 86982]
50812;[53338, 53339, 53335, 71744, 86818, 71746, 92029, 61224, 80240, 103698]
81567;[115299, 30141, 47181, 90558, 78093, 117358, 38656, 127373, 59252, 84837]
60972;[60973, 75443, 56861, 103716, 71323, 20551, 56862, 107855, 20964, 65102]
105428;[110112, 125810, 105430, 105427, 104492, 124591, 16165, 105677, 59152, 56397]
81404;[81449, 20071, 56406, 20072, 21215, 114136, 19715, 80020, 44091, 14457]
120834;[110164, 80505, 42454, 114141, 62535, 114069, 120961, 87576, 16240, 110337]
110143;[110139, 110130, 128275, 110128, 110131, 128327, 110126, 105727, 110125, 119073]
80052;[120991, 66007, 104673, 93578, 120986, 77229, 65426, 115295, 81506, 65230]
19650;[63022, 19654, 123018, 89607, 85363, 91431, 19647, 110854, 51128, 113785]
110051;[91895, 89711, 18947, 117064, 16101, 93858, 63641, 61492, 113749, 18005]
47512;[87089, 55297, 93951, 91494, 16060, 94176, 33689, 17545, 82376, 18355]
84589;[17216, 110013, 107622, 20425, 115323, 84737, 65214, 75987, 62393, 78817]
129198;[115343, 128250, 116563, 116562, 116140, 87186, 61360, 61314, 93673, 81502]
20001;[20002, 71751, 78424, 23329, 109996, 116377, 106860, 20458, 15218, 31679]
63152;[63124, 84431, 40638, 42674, 48548, 39996, 81685, 63126, 71048, 51457]
19640;[19641, 31874, 77934, 24812, 107277, 50179, 107255, 61097, 54860, 16240]
81541;[83485, 107856, 89552, 81543, 79148, 47181, 43537, 71091, 110113, 69528]
121969;[93578, 83582, 108472, 104665, 61100, 71320, 115295, 65426, 61313, 72993]
110141;[110142, 65216, 110136, 75102, 17636, 79237, 88403, 110123, 42455, 89741]
41127;[115292, 115304, 80167, 116989, 101717, 42454, 114721, 107853, 60292, 88677]
65432;[57875, 109507, 116972, 70721, 120915, 85374, 17804, 106779, 120929, 69376]
69112;[88355, 115752, 40602, 58951, 105938, 87089, 33757, 87090, 59657, 41860]
110121;[88157, 110120, 74160, 126449, 60301, 63130, 85904, 85908, 14487, 81974]
87035;[92461, 64419, 87095, 85163, 41860, 69112, 130156, 40165, 107274, 19642]
52481;[121809, 91574, 68502, 19865, 82210, 65426, 110145, 21250, 61365, 85781]
20023;[19690, 104417, 90680, 90144, 86743, 38659, 104680, 104484, 80060, 62531]
124606;[124609, 124591, 64780, 124584, 124607, 29706, 103716, 87300, 15916, 38770]
91794;[17620, 76483, 31346, 56410, 60584, 72538, 62529, 112465, 19434, 44126]
87074;[81506, 88168, 93578, 115295, 61360, 120932, 65426, 104665, 108472, 82140]
86661;[86672, 44138, 43724, 59252, 93866, 15222, 123009, 57874, 63874, 105707]
19926;[83395, 24645, 107027, 19947, 71207, 72993, 104438, 42524, 113998, 89727]
112494;[112129, 89741, 110208, 128331, 110211, 128330, 59032, 128266, 51340, 128299]
92461;[87035, 83321, 85163, 126470, 74192, 16906, 92084, 108396, 44266, 52391]
83710;[121523, 114738, 59271, 63998, 19363, 57406, 92711, 125875, 124609, 109206]
51457;[40786, 72948, 86626, 75288, 111899, 60280, 71319, 17007, 66569, 19788]
63316;[92112, 77229, 66008, 65426, 81506, 66007, 81427, 77231, 121075, 80255]
110102;[110104, 110103, 104439, 61360, 104670, 77231, 81506, 104702, 120831, 57317]
84465;[84466, 84464, 20964, 21248, 53338, 128361, 123143, 64225, 115359, 127632]
61492;[61491, 78180, 30242, 19357, 20772, 73691, 41612, 89831, 15824, 82856]
40406;[67167, 120994, 81385, 41046, 125843, 121029, 109537, 80044, 14487, 14486]
53335;[71746, 92029, 53338, 86818, 50812, 71744, 99429, 103698, 121820, 78585]
125796;[39888, 125797, 110203, 88170, 81498, 85056, 123009, 71360, 128316, 77208]
62211;[110131, 115808, 62370, 43728, 40665, 97251, 16484, 15270, 94360, 77944]
113387;[113388, 104460, 110035, 120697, 87401, 19650, 132878, 59562, 105738, 122677]
80253;[68939, 81504, 86743, 15923, 104692, 61360, 61359, 65211, 60960, 61306]
107853;[107855, 20551, 111004, 93851, 109405, 20550, 127676, 120039, 97211, 15613]
51341;[51333, 51340, 48609, 108420, 65402, 51336, 63130, 128406, 112495, 52391]
124584;[124591, 124609, 20550, 18005, 124606, 103716, 38755, 16203, 87300, 128339]
115397;[61360, 125807, 68940, 61306, 68939, 68941, 65211, 121969, 104665, 104690]
81542;[42509, 112497, 70480, 110076, 44950, 51336, 116998, 44554, 104483, 41463]
81427;[77231, 77229, 104673, 81506, 61314, 93578, 109452, 65426, 104665, 63316]
71751;[20001, 20002, 106784, 82029, 128364, 110124, 113897, 115295, 71090, 90181]
113661;[120499, 125829, 113396, 125894, 89692, 113397, 127427, 113399, 89691, 69053]
104439;[104438, 104436, 61360, 108472, 29970, 121028, 71315, 77939, 115327, 73708]
83709;[104674, 72111, 116657, 124607, 110437, 39538, 118560, 16889, 89534, 128586]
21535;[120526, 110079, 110142, 110211, 107255, 53371, 107262, 29517, 86724, 76630]
108233;[86743, 120787, 121969, 77231, 86740, 93578, 61360, 123932, 88447, 68941]
108420;[106913, 45050, 110947, 65249, 51341, 109511, 89199, 114136, 87380, 108490]
128256;[128285, 128339, 128364, 128293, 128382, 128325, 128306, 80054, 110027, 110203]
104436;[104439, 68941, 104435, 72993, 71320, 73708, 81506, 116562, 77231, 40273]
81385;[40406, 127370, 41046, 127366, 115291, 40134, 113901, 68524, 67167, 127371]
120969;[108472, 77230, 65426, 66007, 61360, 73708, 104673, 81506, 80052, 61314]
68939;[68940, 68941, 61306, 80253, 120611, 61360, 104691, 92947, 115397, 125807]
88167;[88169, 88168, 108226, 110078, 110017, 82340, 120697, 86963, 128302, 19083]
110297;[85432, 117871, 54245, 125895, 93865, 57880, 81388, 73697, 87185, 66013]
120611;[61360, 61306, 93819, 125807, 77229, 68940, 108472, 65426, 81506, 125844]
88134;[49140, 113416, 110144, 55742, 110742, 63811, 60610, 14962, 20483, 87408]
58998;[62339, 59000, 58999, 128248, 62340, 65230, 89549, 104441, 72457, 116384]
59000;[58999, 58998, 62339, 62340, 66430, 108618, 83748, 60537, 89551, 76366]
120499;[113661, 107747, 89692, 125894, 125829, 89691, 127427, 113397, 113399, 56142]
113657;[76754, 85198, 123709, 110467, 87101, 120936, 112538, 123207, 92714, 60219]
110161;[21558, 110162, 18775, 25196, 127632, 91893, 54737, 52120, 40602, 93972]
108254;[108263, 81460, 108267, 110142, 108297, 60570, 128350, 108246, 21419, 108277]
78611;[122732, 78088, 92896, 115289, 78607, 90167, 79808, 110467, 88213, 41860]
108472;[65426, 66007, 92112, 121028, 125895, 120986, 116563, 120969, 121075, 81427]
67167;[41046, 40406, 69019, 71453, 17454, 109537, 80240, 71746, 120994, 110174]
120529;[120523, 120525, 82062, 97248, 47225, 110468, 120535, 120820, 94176, 117040]
89551;[17216, 93067, 91894, 89417, 89446, 15282, 63470, 31626, 89549, 44941]
21294;[21293, 82146, 73976, 19813, 120966, 76001, 110210, 110204, 79281, 78089]
104670;[110102, 108203, 64419, 108071, 110103, 123932, 113681, 104450, 77995, 66023]
120080;[120079, 86720, 104413, 108244, 86721, 21507, 104438, 42455, 108254, 124300]
19954;[40753, 56247, 65426, 19947, 92112, 61360, 128334, 19946, 128350, 61100]
19638;[108277, 50179, 24631, 17467, 25053, 107643, 25993, 91894, 19288, 16210]
71450;[70451, 61096, 40036, 16203, 44856, 44852, 21294, 91895, 110013, 90191]
19746;[68500, 68501, 19645, 88213, 71777, 61488, 73854, 91794, 105865, 108472]
19647;[110035, 19770, 19650, 88168, 41110, 86963, 104460, 123743, 87454, 89690]
110157;[110158, 125919, 115359, 108498, 108607, 108512, 108511, 108554, 128410, 104483]
62335;[89541, 62370, 109982, 56980, 89593, 82210, 86761, 52481, 17807, 72590]
69342;[78585, 75659, 110145, 24630, 71280, 84475, 76366, 54495, 132702, 62397]
63127;[105909, 63126, 71306, 46838, 92915, 117052, 112550, 108390, 63974, 104439]
86723;[86719, 86717, 86714, 86721, 15278, 86718, 17454, 80106, 21534, 111023]
120936;[18484, 17117, 125886, 90029, 123504, 56981, 89526, 113657, 57849, 61092]
89608;[89607, 120916, 75669, 51293, 113388, 105738, 110017, 87401, 110298, 73737]
39668;[107664, 108325, 117671, 82010, 90286, 84431, 128246, 123542, 85829, 88311]
128301;[85162, 115355, 38018, 115680, 72993, 115394, 108325, 92101, 58839, 103714]
125836;[128251, 127676, 82062, 20074, 31322, 31252, 112628, 70307, 121055, 89575]
128419;[123709, 128867, 85282, 66462, 108349, 85163, 39353, 41388, 69112, 128298]
120946;[56141, 43574, 60788, 44942, 17283, 89691, 68800, 56140, 128285, 46860]
77953;[57761, 17118, 110468, 110467, 39353, 89929, 108349, 43690, 71136, 88215]
19708;[68515, 89622, 52613, 42872, 19594, 68510, 19607, 81420, 59383, 40053]
128296;[128359, 128329, 113742, 30765, 17787, 75920, 55744, 127211, 40036, 15613]
89622;[19708, 19607, 68510, 19594, 84871, 78477, 110049, 46860, 68515, 75852]
86861;[92296, 104665, 87736, 81506, 61100, 64419, 43574, 128279, 70030, 108080]
84478;[108433, 30082, 24537, 64223, 55748, 40223, 115337, 61495, 103717, 108499]
110116;[71320, 68940, 61359, 65211, 61360, 68941, 108233, 61306, 69113, 80253]
104449;[104445, 104448, 104450, 104447, 104444, 104446, 108441, 110121, 15811, 75516]
89199;[84535, 89201, 125808, 89202, 69911, 115343, 20089, 89203, 19953, 83806]
71092;[61524, 69191, 80572, 105381, 75150, 29508, 81659, 101691, 19363, 41410]
85285;[85284, 85281, 93943, 20471, 48548, 15686, 111011, 108743, 73789, 116187]
115289;[39352, 84463, 110467, 41860, 78088, 122732, 56324, 88215, 90126, 32151]
20075;[59152, 58951, 60970, 76001, 104702, 71051, 42524, 81917, 110463, 81462]
110128;[110130, 110139, 110145, 81462, 113411, 110143, 18976, 75779, 110125, 33251]
128420;[128307, 77938, 77944, 20529, 77937, 77936, 77941, 110202, 77942, 21273]
33766;[68667, 90601, 90602, 108386, 106838, 19881, 17104, 15375, 63416, 19366]
30540;[19770, 128389, 19771, 19769, 41721, 80253, 87379, 87401, 117335, 113387]
110158;[110157, 125919, 115359, 108512, 108607, 125893, 108458, 108499, 128410, 108498]
68927;[68928, 61100, 16203, 19795, 115327, 81409, 88157, 61359, 29970, 77231]
104702;[110102, 62159, 115343, 86862, 33459, 77229, 72990, 68940, 104665, 66008]
41046;[67167, 109537, 66698, 51204, 40406, 80240, 69342, 73237, 81527, 105709]
110203;[92097, 128266, 128257, 91460, 128330, 84137, 128299, 112129, 121619, 110217]
86818;[71744, 92029, 78585, 71746, 53335, 53338, 69849, 72068, 105706, 127058]
51338;[63130, 51336, 51334, 58909, 51333, 14333, 30573, 110980, 47234, 51340]
42524;[44856, 20071, 20072, 64780, 80710, 81462, 80712, 14993, 105710, 17825]
39631;[75981, 40273, 50183, 76510, 78429, 40638, 113405, 44189, 91724, 19998]
115349;[25992, 49858, 112568, 20835, 112495, 85304, 128257, 76426, 80020, 128382]
105677;[105676, 107681, 70745, 90126, 16203, 104492, 116554, 77959, 105428, 79975]
71323;[60972, 120551, 105446, 115350, 60973, 61365, 115313, 124607, 57653, 132803]
128297;[128395, 94373, 25163, 105071, 114068, 84900, 19813, 128420, 128298, 93846]
128307;[128420, 116370, 77937, 77938, 92085, 77936, 77942, 77944, 77940, 116969]
112110;[76426, 108325, 110463, 92918, 20080, 88005, 81385, 123795, 87408, 90341]
40115;[39996, 40134, 120812, 115337, 85840, 20638, 83395, 128386, 107255, 107262]
39504;[69112, 107149, 117675, 77265, 41860, 39445, 59423, 65688, 58951, 123709]
