;product_id;name;price;link;category
196;18355;Radiser m. top i bundt;8,00/Stk.;/produkt/radiser-m-top-i-bundt/18355/;frugt-og-groent/
197;127211;Tomater Cabomar øko;53,33/Kg.;/produkt/oeko-tomater-cabomar-oeko/127211/;frugt-og-groent/
198;41463;Snittet grønkål;80,00/Kg.;/produkt/salling-nu-snittet-groenkaal/41463/;frugt-og-groent/
199;62614;Østershatte øko;200,00/Kg.;/produkt/salling-oeko-oestershatte-oeko/62614/;frugt-og-groent/
200;88721;Baby romainesalat;200,00/Kg.;/produkt/nordic-harvest-baby-romainesalat/88721/;frugt-og-groent/
201;117925;Krøllet Salat;96,00/Kg.;/produkt/kroellet-salat/117925/;frugt-og-groent/
202;37993;Rød chili øko;228,57/Kg.;/produkt/salling-oeko-roed-chili-oeko/37993/;frugt-og-groent/
203;18498;Ananaskirsebær;150,00/Kg.;/produkt/sensation-ananaskirsebaer/18498/;frugt-og-groent/
204;70109;Snittet og skyllet salatblanding m. spidskål og gulerod;100,00/Kg.;/produkt/salling-nu-snittet-og-skyllet-salatblanding-m-spidskaal-og-gulerod/70109/;frugt-og-groent/
205;56528;Snittet kålsalat m. sprøde rødder;57,14/Kg.;/produkt/salling-nu-ready-to-serve-snittet-kaalsalat-m-sproede-roedder/56528/;frugt-og-groent/
206;81362;Megabowl m. kål og edamamebønner;87,50/Kg.;/produkt/salling-nu-megabowl-m-kaal-og-edamameboenner/81362/;frugt-og-groent/
207;80573;Coleslaw øko;74,29/Kg.;/produkt/salling-oeko-coleslaw-oeko/80573/;frugt-og-groent/
208;38304;Brøndkarse øko;15,00/Stk.;/produkt/salling-oeko-broendkarse-oeko/38304/;frugt-og-groent/
209;116187;Bananskalotteløg;40,00/Kg.;/produkt/bananskalotteloeg/116187/;frugt-og-groent/
210;94591;Sprød salat;75,00/Kg.;/produkt/salling-nu-sproed-salat/94591/;frugt-og-groent/
211;125923;Snittede porrer;60,00/Kg.;/produkt/salling-snittede-porrer/125923/;frugt-og-groent/
212;18453;Bataviasalat;18,00/Stk.;/produkt/vores-danske-salater-bataviasalat/18453/;frugt-og-groent/
213;53541;Snittet salatblanding m. majs og radise;83,33/Kg.;/produkt/salling-nu-snittet-salatblanding-m-majs-og-radise/53541/;frugt-og-groent/
